CHOC,Lindt Lindor Milk Chocolate Truffles Carton 200G
CHOC,Ferrero Rocher 24 Pieces Boxed Chocolates 300G
CHOC,Cadbury Dairy Milk Chocolate Bar 360G
CHOC,Lindt Excellence Dark 70 Cocoa Chocolate Bar 100G
CHOC,Ferrero Rocher 16 Pieces Boxed Chocolates 200G
CHOC,Maltesers Gift Box Chocolates 310G
CHOC,Celebrations Chocolates 300G
CHOC,Cadbury Delights Nougat Salted Caramel Chocolate 5X22g
CHOC,Cadbury Delights Soft Nougat Hazelnut 5X22g
CHOC,Cadbury Delights Soft Nougat Orange  Caramel 5X22g
CHOC,Tesco Classic 74 Dark Chocolate 100G
CHOC,Nestle Kit Kat Chunky Milk Chocolate Bars Multipack 4 X 40g
CHOC,Smarties Chocolate Multipack 4 X 34G
CHOC,Maltesers Milk Chocolate Box 110G
CHOC,Cadbury Flake Chocolate Bars Multipack 4 X 255g
CHOC,Cadbury Dairy Milk Giant Buttons Chocolate Bag 119G
CHOC,Cadbury Twirl Chocolate Bars Multipack 4 X 34g
CHOC,Cadbury Dairy Milk For Kids 6 Pack 108G
CHOC,Cadbury Dairy Milk Caramel Chocolate Bars Multipack 4 X 37g
CHOC,Tesco Dark Chocolate Bar 200G
CHOC,Tesco Milk Chocolate Raisins 200G
CHOC,Tesco Milk Chocolate Peanut 200G
CHOC,Tesco Milk Chocolate Bar 200G
CHOC,Tesco Crunchy Caramel Chocolate Bars Multipack 5 X 42g
CHOC,Tesco Dreamy Caramel Chocolate Bars Multipack 6 X 40g
CHOC,Tesco Nutty Nougat Caramel Chocolate Bars Multipack 6 X 40g
CHOC,Ms Mollys Dark Chocolate Bar 100G
CHOC,Lindt Lindor Assorted Chocolate Truffles 200G
CHOC,Cadbury Dairy Milk Chocolate Bar 110g
CHOC,Lindt Excellence Dark 70% Cocoa Chocolate Bar 100g
CHOC,Cadbury Dairy Milk Chocolate Bar 180g
CHOC,Cadbury Dairy Milk Fruit & Nut Chocolate Bar 110g
CHOC,Lovett's Dark Chocolate 100g
CHOC,Cadbury Dairy Milk Whole Nut Chocolate Bar 120g
CHOC,Lindt Excellence Dark Sea Salt Chocolate Bar 100g
CHOC,Sainsbury's Dark Chocolate 200g
CHOC,Lindt Excellence Dark 90% Cocoa Chocolate Bar 100g
CHOC,Lovett's Milk Chocolate 100g
CHOC,Lindt Excellence Dark Mint Chocolate Bar 100g
CHOC,Lindt Excellence Dark Caramel and Sea Salt Chocolate Bar 100g
CHOC,Lindt Excellence Dark Orange Chocolate Bar 100g
CHOC,Green & Black's Organic 85% Dark Chocolate Bar 90g
CHOC,Lindt Excellence Dark 85% Cocoa Chocolate Bar 100g
CHOC,Green & Black's Organic 70% Dark Chocolate Bar 90g
CHOC,Lindt Excellence Milk Extra Creamy Chocolate Bar 100g
CHOC,Sainsbury's Milk Chocolate 200g
